dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made,scm_summary,traditional_summary,scd_summary
P4G,20180826-073320_803_live,13,EE,train,Of course nothing gets me more angry then seeing a child warrior soldier.,Expressing strong emotions about child soldiers,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,14,EE,train,Will we also be helping children soliders?,Seeking clarification on whether the charity helps child soldiers,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,15,ER,train,"There are no children soliders, only children that need help in some way with food, resources, emergency response, etc.",Clarifying the charity’s focus and dispelling a misconception,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,16,ER,train,This program has saves a great deal of lives.,Emphasizing the charity’s success and impact,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,17,ER,train,It has brought families together and gave hope to a new life.,Highlighting the positive outcomes of the charity’s work,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,18,EE,train,Ok thats great.,Expressing approval,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-073320_803_live,19,EE,train,Do they need clothes as well?,Inquiring about other needs such as clothing,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and engaging positively with EE. Their competence is high as they provide clear information about the organization, its goals, and its impact, showing knowledge and confidence in their cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and sharing emotional responses to their plight. Their competence is high as they ask relevant questions, indicating an understanding of the situation and a thoughtful approach to potential involvement.","ER is seeking donations for the Save the Children's Foundation, an international NGO supporting children's rights and providing relief in developing countries. EE expresses interest and inquires about the organization's work, including its reach and focus on children in war zones. ER clarifies the foundation's efforts in providing food, resources, and emergency response, emphasizing the impact of donations. EE is keen to help and asks if clothing donations are also needed.","The conversation begins with ER initiating a request for donations to a children's charity, employing a straightforward and informative approach. EE shows interest and requests more details, prompting ER to provide additional information about the charity's mission and scope. As the conversation progresses, ER emphasizes the impact of donations and the organization's global reach, while EE expresses a personal connection to the cause. The dialogue maintains a collaborative tone, with EE seeking further ways to contribute."
P4G,20180826-173836_197_live,0,ER,train,"Hi, How are you today?",Greeting and initiating conversation,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,1,EE,train,Hi!,Responding to greeting,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,2,EE,train,"I'm great, how are you?",Sharing personal state and inquiring about the other,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,3,ER,train,I'm terrific!,Sharing personal state,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,4,ER,train,I wanted to talk to you today about a charity I am really involved in,Introducing the main topic of conversation,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,5,EE,train,"Okay, please tell me about the charity.",Expressing interest and inviting more information,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,6,ER,train,"This charity is called Save the Children and is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Providing detailed information about the charity,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,7,ER,train,Do you ever donate to charity organizations?,Inquiring about the other person's charitable habits,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,8,EE,train,I almost never donate.,Sharing personal habit regarding donations,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,9,EE,train,Do you?,Inquiring about the other person's habits,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,10,ER,train,I definitely do if I believe in the mission of the organization.,Sharing personal habit and belief in charitable donations,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,11,ER,train,This particular organization is helping the future of our world by ensuring that children's rights are protected all over,Emphasizing the importance and impact of the charity,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,12,EE,train,That sounds really great.,Expressing approval and interest,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,13,EE,train,I would be willing to donate to this organization.,Expressing willingness to contribute,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,14,ER,train,That's amazing!,Expressing excitement and approval,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-173836_197_live,15,ER,train,How much would you like to donate to the charity now?,Inquiring about the specific amount of donation,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and engaging positively with EE, particularly when discussing the charity. ER's competence is high, as they provide detailed information about the charity and articulate its mission clearly, showing knowledge and involvement.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows high warmth by responding positively and expressing willingness to learn and contribute, even after initially stating they rarely donate. However, EE's competence appears low, as they rely on ER for information and do not demonstrate prior knowledge or initiative regarding the charity.","ER and EE are discussing a charity called Save the Children, which ER supports. ER explains the organization's mission to promote children's rights and provide relief in developing countries. EE, who rarely donates to charities, expresses interest in donating after learning about the cause. ER is pleased and asks how much EE would like to contribute.","The conversation begins with a friendly exchange of greetings and well-being, establishing a positive tone. ER introduces a charity topic with enthusiasm, aiming to engage EE's interest. EE responds with openness and curiosity, showing a willingness to learn more. As ER shares details and personal involvement, EE's initial reluctance shifts to interest and eventual willingness to contribute. ER maintains a persuasive and encouraging approach, culminating in a direct request for a donation, which EE seems receptive to."
P4G,20180826-174120_426_live,0,ER,train,"Hi, I would like to speak to you about a wonderful charity called ""save the children"".",Initiate conversation and introduce the topic of the charity,0.15,1,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and commitment to a charitable cause, focusing on positive outcomes and gratitude. Their competence is high, as they provide detailed information about the charity's impact and financial allocation, indicating knowledge and credibility.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest and appreciation for the information shared. Their competence is high, as they ask insightful questions about financial details, indicating a thoughtful and informed approach to the conversation.","The conversation involves ER introducing and promoting the charity ""Save the Children"" to EE. ER explains that nearly 90% of donations go directly to their mission, with the remainder supporting operations and fundraising. EE expresses interest and appreciation for the transparency. ER highlights the charity's impact, mentioning that in 2017, they reached over 155 million children globally, emphasizing the importance of donations in achieving such results.","The conversation begins with ER introducing a charity and EE expressing interest. ER uses persuasive strategies by emphasizing the charity's impact and financial transparency. EE shows curiosity about the allocation of funds, which ER addresses to maintain trust. EE appreciates the transparency but notes the existence of other charities. ER continues to highlight the charity's achievements and the importance of donations, aiming to reinforce the charity's value and encourage EE's support."
P4G,20180826-174120_426_live,1,EE,train,Hey hows it?,Respond to greeting and acknowledge the conversation,0.15,1,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing enthusiasm and commitment to a charitable cause, focusing on positive outcomes and gratitude. Their competence is high, as they provide detailed information about the charity's impact and financial allocation, indicating knowledge and credibility.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest and appreciation for the information shared. Their competence is high, as they ask insightful questions about financial details, indicating a thoughtful and informed approach to the conversation.","The conversation involves ER introducing and promoting the charity ""Save the Children"" to EE. ER explains that nearly 90% of donations go directly to their mission, with the remainder supporting operations and fundraising. EE expresses interest and appreciation for the transparency. ER highlights the charity's impact, mentioning that in 2017, they reached over 155 million children globally, emphasizing the importance of donations in achieving such results.","The conversation begins with ER introducing a charity and EE expressing interest. ER uses persuasive strategies by emphasizing the charity's impact and financial transparency. EE shows curiosity about the allocation of funds, which ER addresses to maintain trust. EE appreciates the transparency but notes the existence of other charities. ER continues to highlight the charity's achievements and the importance of donations, aiming to reinforce the charity's value and encourage EE's support."
