dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,1,recruiter,hey,Acknowledge greeting
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,2,worker,I would like to be a manager today,Express desire to become a manager
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,3,recruiter,what are your top 2 workplaces,Inquire about preferred workplaces
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,4,worker,I'm not too picky about location or holiday,Indicate flexibility regarding location and holidays
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,5,recruiter,lets figure out workplace anyway,Insist on determining workplace preferences
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,6,worker,Google and Facebook,State preference for Google and Facebook
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,7,worker,Amazon is good too,Add Amazon as another option
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,8,recruiter,i mean workplace,Clarify the question about workplace
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,9,recruiter,not position,Clarify the question is about location  not position
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,10,worker,ahh,Express realization of misunderstanding
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,11,worker,Tokyo and Sydney are my top two,Provide top two location preferences
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,12,recruiter,k,Acknowledge response
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,13,recruiter,which position at google is best,Inquire about preferred position at Google
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,14,recruiter,give me your best to worst,Request ranking of positions from best to worst
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,15,worker,That would be manager,State preference for manager position
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,16,recruiter,actually that works,Express agreement with the preference
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,17,worker,followed by sales designer.,Provide next preferred position as sales designer
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,18,worker,engineer is last,Indicate engineer as the least preferred position
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,19,recruiter,does sales work or is manager much better,Inquire about the preference between sales and manager
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,20,worker,Manager is like double what the sales is,Indicate manager position is significantly better than sales
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,21,recruiter,thats a 72 for me,Express personal evaluation of the situation
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,22,recruiter,what is for you,Request worker's evaluation
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,23,worker,I'm seeing closer to 50,Provide personal evaluation of the situation
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,24,worker,maybe a bit more salary and we can agree?,Propose negotiation for a higher salary
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,25,worker,That is about 70,State a specific salary figure
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,26,worker,but if it's not fair we can adjust it further,Express willingness to adjust salary further
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,27,worker,maybe meet in the middle somewhere,Suggest finding a compromise
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,28,recruiter,thats 67 for me,Provide a counter-offer
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,29,worker,same here.,Agree with the counter-offer
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,30,recruiter,perfect,Express satisfaction with the agreement
ji,906e4158-1d6e-11e9-b6b3-6c96cfdf0295,31,worker,let's agree! nice dealing with you,Confirm agreement and express satisfaction with the negotiation
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,0,worker,hello,greet the recruiter
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,1,recruiter,hello,greet the worker
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,2,worker,"my rankings of importance are ""position & company"" - 35; ""salary -22""; ""workplace"" -26; and weekly holiday - 15",communicate personal priorities and preferences regarding job factors
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,3,recruiter,what company and position are best for you?,seek clarification on the worker's preferred company and position
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,4,worker,sales at amazon or apple,express preference for specific companies and position
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,5,recruiter,what workplace is best,seek clarification on the worker's preferred workplace location
ji,89354d28-1d6e-11e9-b0fc-6c96cfdf0295,6,worker,seoul,express preference for a specific workplace location
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,0,recruiter,hi,Initiate conversation
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,1,worker,Hello,Respond to greeting
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,2,worker,I am working on my offer,Inform about current task
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,3,recruiter,designer at facebook or apple sound good?,Inquire about job preferences
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,4,worker,we will see what i can do,Express uncertainty and willingness to consider options
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,5,worker,almost done,Update on progress
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,6,recruiter,i can't accept that,Express inability to agree
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,7,worker,what factor needs to change?,Seek clarification on requirements
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,8,recruiter,I can't do that,Reiterate inability to agree
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,9,worker,i can't accept that,Express disagreement
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,10,recruiter,that's the best i can do,State final offer
ji,914f7876-1d6e-11e9-ba30-6c96cfdf0295,11,worker,i need to be in sydney,Express personal requirement
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,0,worker,Hi there!,Initiate conversation
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,1,recruiter,hi,Respond to greeting
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,2,worker,"I'm a great engineer, looking for a Google position!",Express desire to work at Google
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,3,recruiter,I can only do facebook or amazon,Inform about available positions at Facebook or Amazon
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,4,worker,Hmm,Express contemplation
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,5,worker,"Well, I suppose I can work for Facebook",Show willingness to consider working for Facebook
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,6,worker,Although Zuck is a lizard,Express a humorous or critical opinion about Facebook's CEO
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,7,recruiter,"I already have an engineer, I need a manager or designer.",Inform about the need for a manager or designer instead of an engineer
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,8,worker,"I can do manager, but I'll need adequate compensation",Express willingness to work as a manager with a condition for adequate compensation
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,9,recruiter,how much?,Inquire about the worker's compensation expectations
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,10,worker,Let's do location first,Request to discuss job location first
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,11,worker,where's this open,Inquire about the job location
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,12,recruiter,Where you want to go?,Ask for the worker's preferred location
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,13,worker,"Tokyo, Seoul, Sydney are all possibilities",Provide preferred locations
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,14,recruiter,Seoul,Confirm Seoul as the job location
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,15,worker,"Alright, this looks like a fair offer then",Express satisfaction with the offer
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,16,worker,"Alright, let's meet in the middle",Propose a compromise
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,17,recruiter,You will have to either lower the holidays or the salary.,State conditions for the offer regarding holidays or salary
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,18,recruiter,I can do 4 holidays,Offer specific number of holidays
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,19,worker,"Hmm, I was promised adequate compensation for foregoing an engineering role",Express concern about compensation adequacy
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,20,worker,That should mean above average ><,Clarify expectation for above-average compensation
ji,92030a9e-1d6e-11e9-bb0f-6c96cfdf0295,21,recruiter,"40/hr, 4 days",Provide specific salary and holiday offer
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,1,recruiter,We have Manager at Google and Engineer at Facebook. what do you like?,To present job options to the worker
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,2,worker,I am interested in the facebook position,To express interest in the Facebook position
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,3,recruiter,Cool,To acknowledge the worker's choice
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,4,recruiter,Beijing or Sydney?,To inquire about the worker's location preference
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,5,worker,Sydney sounds fun,To express a preference for Sydney
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,6,recruiter,Cool,To acknowledge the worker's preference
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,7,recruiter,will this work?,To confirm if the arrangement is acceptable
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,8,recruiter,Sorry,To apologize for any misunderstanding or inconvenience
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,9,recruiter,I can do maximum 3 days/ week,To inform the worker about the part-time work condition
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,10,worker,"no thank you, Sydney is too far away to travel for part time work",To decline the offer due to travel concerns
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,11,recruiter,I can't pay so high for 4 day / week holiday,To explain the reason for not offering a higher pay for part-time work
ji,922b3d3e-1d6e-11e9-af11-6c96cfdf0295,12,recruiter,we need some work to be done urgently,To emphasize the urgency of the work needing to be done
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,0,recruiter,Heya there,Initiate conversation
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,1,recruiter,Hope all is going well tnght,Express hope for the worker's well-being
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,2,worker,Hello.,Acknowledge the greeting
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,3,worker,"You too, I am looking for a job with Amazon.",Express desire to find a job with Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,4,recruiter,Almost all my open positions are designers or manager,Inform about the types of open positions available
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,5,worker,I could do a Amazon designer,Express willingness to work as a designer at Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,6,recruiter,I have a decent manager at amazon but it's not the best for me and I would have to be a bit lower salaryman,Provide information about a manager position at Amazon and express personal reservations
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,7,recruiter,Designer a bit worse. But o cN make it work,Express willingness to make the designer position work despite challenges
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,8,worker,I could deal with a lower salary.,Express willingness to accept a lower salary
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,9,recruiter,*But I can . Ok one sec,Clarify previous message and indicate a need for a moment to check details
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,10,worker,I can work anywhere except Seoul,Express flexibility in work location with an exception
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,11,recruiter,Okay sydney goodm,Confirm Sydney as a suitable location
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,12,recruiter,Good,Express agreement or satisfaction
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,13,recruiter,Jeez sorry. My fat fingers,Apologize for typing errors
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,14,worker,That works,Express agreement with the proposed location
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,15,recruiter,Sorry I had to work with the holidays too cause designer not the best but I tried to give your place too,Apologize for working during holidays and express effort to accommodate the worker
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,16,worker,I could take a minimum salary for more time off,Express willingness to accept a minimum salary in exchange for more time off
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,17,recruiter,I can do that,Agree to the worker's terms
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,18,worker,I can do that.,Reiterate willingness to accept the terms
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,19,recruiter,That a bit better I went down on salary and up on holidays,Confirm adjustment of salary and holidays to better suit the worker's request
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,0,worker,i am hiring,expressing the intention to hire someone
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,1,worker,is there a salary you prefer,inquiring about the recruiter's salary preference
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,2,recruiter,"I suggest we meet in the middle of our two offers. I've talked with my past clients, and they think a role suited in sales is a prerogative.",suggesting a compromise and sharing insights from past clients
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,3,recruiter,"I'm going to go high, and I would really like days off.",expressing a desire for a higher offer and more days off
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,4,worker,I see,acknowledging the recruiter's previous statement
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,5,worker,are you able to make a proposal at this time,inquiring if the recruiter can make a proposal
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,6,worker,alright I have listened to your feedback and here is my proposal,indicating that they have considered the feedback and are ready to present a proposal
ji,8df9e834-1d6e-11e9-8c6d-6c96cfdf0295,7,recruiter,Beijing has very low profitability. I wouldn't be able to convert my earned cash into American Dollars.,expressing concern about financial logistics related to profitability and currency conversion
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,0,worker,Hello,Initiate conversation
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,1,worker,I'd really like to be a manager at amazon but I could also take a managing job at apple,Express desire for a managerial position at Amazon or Apple
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,2,recruiter,I can do Management at Apple.,Indicate capability to offer a management position at Apple
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,3,recruiter,Can you work in Sydney?,Inquire about the worker's willingness to work in Sydney
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,4,worker,"No, that's the worst option for me. Unless I got a good holiday I couldn't. How is Seoul or Beijing?",Express unwillingness to work in Sydney unless compensated with a good holiday; inquire about Seoul or Beijing
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,5,recruiter,How's Tokyo?,Propose Tokyo as an alternative location
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,6,worker,I guess that could work with a good weekly holiday as well.,Express conditional acceptance of Tokyo with a good weekly holiday
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,7,worker,What do you think about this?,Seek recruiter's opinion on the proposed condition
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,8,recruiter,"Holidays are tough, could you accept a lower holiday with a better salary?",Propose a trade-off between holidays and salary
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,9,recruiter,I could look into giving you Beijing if so,Offer to consider Beijing if the worker accepts the trade-off
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,10,worker,"No, I'm firm on the holidays. I'd rather work in Sydney in that case.",Reaffirm firm stance on holidays and express willingness to work in Sydney if conditions are not met
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,11,worker,Either that above or this below are my final offers,State final offers or conditions
ji,93c0daf0-1d6e-11e9-b7ea-6c96cfdf0295,12,recruiter,This one's a little tight for me but let me know what you think.,Express difficulty with the offer and request worker's opinion
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,1,recruiter,I have a designer and sales position open at google,To inform the worker about job openings at Google
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,2,worker,hey,To acknowledge the recruiter's greeting
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,3,worker,"Okay I can do designer, but the pay and days off will need to be a bit higher. Otherwise, I would like something at Apple or a designer at amazon",To express willingness to consider the designer position with specific conditions and to indicate interest in other companies
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,4,worker,I can do tokyo seoul and sydney. sydney is the best for me,To specify preferred locations for the job
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,5,worker,here is what it would be,To indicate readiness to provide further details or conditions
ji,939df2b0-1d6e-11e9-b80d-6c96cfdf0295,6,recruiter,Sydney is a no go for me. ( It's a 0 on my end) I can do tokyo,To communicate the unavailability of Sydney and offer Tokyo as an alternative
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,0,recruiter,What do you think we should do?,To seek the worker's opinion or suggestion on a course of action.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,1,worker,Am i to ask you what is important to you?,To clarify the recruiter's priorities or what they value.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,2,recruiter,Salary is pretty important.,To express that salary is a significant factor for them.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,3,worker,What is the least important?,To inquire about what the recruiter considers least important.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,4,recruiter,Being an Engineer for Facebook is least important to me.,To communicate that being an Engineer for Facebook is not a priority.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,5,worker,Being a manager at Amazon is most important,To state their own priority of being a manager at Amazon.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,6,recruiter,How important are holidays for you?,To ask about the worker's priority regarding holidays.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,7,worker,They're a low priority.,To indicate that holidays are not a high priority for them.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,8,worker,How does 3 sound?,To propose a number  possibly referring to a quantity or condition.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,9,recruiter,"Sounds good to me., What is your workplace preference?",To agree with the proposal and inquire about the worker's workplace preference.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,10,worker,Seoul or Sydney. Either or.,To express flexibility in workplace location preference.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,11,recruiter,"I agree, Syndey works. Is 20/hr a good salary?",To agree with the location choice and inquire about the worker's salary expectation.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,12,worker,Could I go to $30/hour?,To negotiate for a higher salary.
ji,89a8172c-1d6e-11e9-9156-6c96cfdf0295,13,recruiter,Let's meet at 28?,To propose a compromise on the salary negotiation.
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,0,recruiter,"Hi, we have several jobs available at Amazon.",Inform the worker about job availability at Amazon
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,1,worker,I would like sales,Express interest in a sales position
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,2,worker,Maybe in Sydney,Specify a location preference for the job
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,3,recruiter,Would Seoul work for you?,Inquire if the worker is open to working in Seoul
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,4,worker,Great,Agree to the suggestion of working in Seoul
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,5,recruiter,"Okay, and how much salary was you hoping for?",Ask about the worker's salary expectations
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,6,worker,45/hour,State a desired hourly wage
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,7,recruiter,Would 40 work for you?,Propose a lower hourly wage
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,8,recruiter,What about days off?,Inquire about the worker's preferences for days off
ji,91fc8f28-1d6e-11e9-bb61-6c96cfdf0295,9,worker,43/hour and 3 days,Negotiate a higher hourly wage and specify desired days off
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,0,worker,Hi! HOw are you?,Initiate conversation and establish rapport
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,1,worker,lets find a solution that makes both of us happy,Express desire to find a mutually beneficial solution
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,2,worker,Do you have any engineering jobs?,Inquire about available engineering job opportunities
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,3,recruiter,Good morinng,Greet the worker and acknowledge the conversation
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,4,recruiter,I'm looking for the perfect job!,Express goal of finding a suitable job match
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,5,worker,Great! I am really interested in engineering,Express interest in engineering to align with recruiter's goal
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,6,worker,"That won't work for me, we need to discuss",Express disagreement and desire to negotiate further
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,7,recruiter,That puts my score around 78.,Provide a score to quantify the situation or offer
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,8,worker,that gives me 50,Provide their own score to compare with recruiter's
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,9,recruiter,Cool.,Acknowledge the worker's score
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,10,recruiter,"Yeah, that's low.",Express opinion that the worker's score is low
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,11,worker,weekly holiday is most important after position,Express priority for weekly holidays in job considerations
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,12,worker,how about a higher weekly holiday and very low salary,Suggest a trade-off between weekly holidays and salary
ji,8e0de1d4-1d6e-11e9-b2dc-6c96cfdf0295,13,recruiter,See about this. It puts me at 67 and it should raise your score considerably.,Propose a new offer that could improve the worker's score
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,0,worker,hey,greet the recruiter
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,1,recruiter,hello!,greet the worker
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,2,worker,top 3 workplaces are tokyo beijing and sydney,inform the recruiter about preferred workplace locations
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,3,worker,salary is more important than weekly holiday,express the priority of salary over weekly holidays
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,4,worker,"positions over 30 are google and amazon enginner, amazon manager, and amazon sales",provide information about available positions at specific companies
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,5,worker,let me know if any of those positions work for you,request feedback on the suitability of the mentioned positions
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,6,recruiter,Beijing works for me,confirm that Beijing is an acceptable location
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,7,worker,do any of those positions work for you,seek confirmation on the suitability of the mentioned positions
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,8,recruiter,Manager at amazon works for me,confirm that the Manager position at Amazon is suitable
ji,9645da3a-1d6e-11e9-a8cd-6c96cfdf0295,9,worker,cool,acknowledge the recruiter's confirmation
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,0,worker,Hi,greet the recruiter
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,1,worker,I would like work in Seoul or Beijing,express desire to work in Seoul or Beijing
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,2,recruiter,"I can offer Beijing but as a Google Engineer, Apple Engineer, Apple Manager or Apple Sales",inform the worker about available positions in Beijing
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,3,recruiter,Do any of these positions interest you?,ask if any of the offered positions interest the worker
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,4,worker,I can do Google Engineer,express interest in the Google Engineer position
ji,8a5d3e0c-1d6e-11e9-ad30-6c96cfdf0295,5,worker,I am fine with midline salary and vacation,indicate willingness to accept midline salary and vacation terms
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,0,worker,HELLO,Initiate conversation
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,1,worker,woops,Acknowledge a mistake or typo
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,2,recruiter,Hello,Respond to greeting
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,3,worker,what are the most important categories for you,Seek information about priorities or preferences
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,4,recruiter,The reward,Provide information about priorities
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,5,worker,not exactly what i meant but alright,Clarify misunderstanding or miscommunication
ji,8b086bf8-1d6e-11e9-afa6-6c96cfdf0295,6,recruiter,Ok,Acknowledge understanding or agreement
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,1,recruiter,I have several jobs open for you,To inform the worker about job openings
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,2,recruiter,How does sales at amazon sound?,To propose a specific job opportunity
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,3,worker,"HI! yes, Sydney works best for me",To express interest and specify a location preference
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,4,recruiter,Aweosme hold on,To acknowledge the worker's preference and pause the conversation
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,5,recruiter,Sydney is great,To agree with the worker's location preference
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,6,worker,I prefer facebook if possible,To express a preference for a different company
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,7,recruiter,Okay sales at fb works,To confirm the availability of the preferred job
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,8,worker,do you have a designer job in google or facebook?,To inquire about additional job opportunities
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,9,recruiter,Little bit lower salary tho,To inform about a potential downside (lower salary)
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,10,worker,how low?,To seek clarification on the salary details
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,11,recruiter,Those are really low for me,To express that the salary is not ideal
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,12,recruiter,Let's see..not too bad. But I can give more days off,To offer a compromise with additional benefits
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,13,worker,how many days?,To inquire about the specifics of the additional benefits
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,14,recruiter,What works best for you,To ask for the worker's preference on days off
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,15,worker,5 days but 4 works for me,To specify a preference for days off
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,16,recruiter,"Amazon sales, sydney, 35, with 4",To summarize the job offer details
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,17,recruiter,Does that work for you too?,To seek confirmation from the worker
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,18,worker,I thought designer at amazon?,To clarify a misunderstanding about the job role
ji,9274dc9e-1d6e-11e9-bd49-6c96cfdf0295,19,recruiter,Designer not good. But I can change it...designer at Amazon. I work with it..one sec,To acknowledge the misunderstanding and offer to make changes
